-1.357607583242453074e+04 1.245661231485323955e-01 -1.266110427325954080e-01 4.013838584809744954e+08 -5.746848417693818919e+05 3.178022213202972794e+10 1.885082779100129002e+00 1.059569014989005373e+05 3.510801561372349971e-05 4.922611432722656133e+01 1.409179077064663579e+04
-1.332085528208495998e+04 1.174050098882923748e-01 -1.195194720337819372e-01 3.893927753497022986e+08 -5.271936765754519729e+05 2.983478805568724060e+10 1.861797959455234297e+00 1.072598909451033251e+05 3.545731494227010138e-05 4.623382176498683549e+01 1.380682227181902454e+04
-1.306848565472399787e+04 1.103072726505845980e-01 -1.125120399410928507e-01 3.780974733035963774e+08 -4.832116439286040259e+05 2.792555535731558609e+10 1.840400286242398931e+00 1.084854693006301095e+05 3.578512708827525756e-05 4.277159834926393245e+01 1.353026613392495710e+04
-1.281657146812783867e+04 1.033652327799282067e-01 -1.056598150326807650e-01 3.674209363876616955e+08 -4.426568688171735848e+05 2.607745800888570404e+10 1.820612528630767057e+00 1.096354322466090380e+05 3.609207460649578532e-05 3.884272769869005515e+01 1.326098384809202798e+04
-1.257051757842099687e+04 9.668703618900621743e-02 -9.900063873486271426e-02 3.572861486469028592e+08 -4.054474762294964748e+05 2.431542998236852646e+10 1.802714302603133367e+00 1.106990785035587614e+05 3.637543831407195774e-05 3.445496685336161136e+01 1.299644026057775955e+04
-1.232503794060469954e+04 9.044247474843114531e-02 -9.256549469796823693e-02 3.475546844032105207e+08 -3.712452898138806922e+05 2.267715392057362366e+10 1.786518188455134659e+00 1.116893405859906343e+05 3.663878719142527534e-05 3.171245951551776443e+01 1.273398211923220333e+04
-1.208079217234586758e+04 8.470631085205707067e-02 -8.662187432372041307e-02 3.383268742679099441e+08 -3.405935931859238772e+05 2.117923409347361755e+10 1.771114414399886261e+00 1.126243254998127668e+05 3.688702881734659490e-05 2.228202037234985156e+01 1.247987316080319215e+04
-1.183851408319088841e+04 7.938985917506116707e-02 -8.129629276013274064e-02 3.293951858025097251e+08 -3.139466371723361663e+05 1.979961505491524124e+10 1.757349165812899017e+00 1.134918514153063734e+05 3.711700983762958913e-05 1.576261791333632623e+01 1.222616435189958065e+04
-1.159795308443610156e+04 7.425680763195846579e-02 -7.616232952055947136e-02 3.204845933805939555e+08 -2.892436322462715907e+05 1.847609209318349075e+10 1.744646781433346172e+00 1.143030370125322224e+05 3.733175302357310177e-05 2.341019541956871208e+01 1.196425168794458477e+04
-1.135956945535039995e+04 6.939662207362687352e-02 -7.118074159237294807e-02 3.118189291247836351e+08 -2.661421103429333889e+05 1.722848474204885483e+10 1.732857545541775846e+00 1.150589814367581275e+05 3.753161182063862307e-05 2.991758467314371117e+01 1.170306700623860706e+04
